sample_id,dim1,dim2,dim3,observed_fraction,country,original_group_id,date_mean_bp,pc1,pc3
CL145.AG,-0.1053317156188862,0.0182951334484635,-0.7328908365574,0.7130444049835205,Italy,Italy_North_EarlyMedieval_Langobards_1_brother.CL146_son.CL151.AG,1345.0,-0.1053317156188862,-0.7328908365574
CL146.AG,-0.1212991123103066,0.084974211350618,-0.7247208866482453,0.7226817607879639,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,-0.1212991123103066,-0.7247208866482453
CL151.AG,-0.1007747070307679,0.0307344909249364,-0.7219883987983875,0.6262732148170471,Italy,Italy_North_EarlyMedieval_Langobards_1_mother.CL145_mother.CL146.AG,1345.0,-0.1007747070307679,-0.7219883987983875
CL23.AG,-0.043913164780668,0.0984914934384626,-0.8356825790997284,0.736739993095398,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.043913164780668,-0.8356825790997284
CL25.AG,-0.0535090052967441,0.0161228852609029,-0.7903761739535355,0.5952297449111938,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,-0.0535090052967441,-0.7903761739535355
CL30.AG,-0.0228930804710057,0.0244275301871432,-0.7390331370296354,0.7169454097747803,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,-0.0228930804710057,-0.7390331370296354
CL31.AG,0.0048161129857882,0.0290259278108644,-0.64540828207904,0.694735586643219,Italy,Italy_North_EarlyMedieval_Langobards.AG,1345.0,0.0048161129857882,-0.64540828207904
CL36.AG,-0.0710020453415366,0.0463589122206093,-0.721526471851548,0.5851089954376221,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.0710020453415366,-0.721526471851548
CL38.AG,-0.0522397348397712,0.0462834023484441,-0.7040449229500557,0.6540215015411377,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,-0.0522397348397712,-0.7040449229500557
CL47.AG,-0.05583140361574,0.093171223912994,-0.7346575054950251,0.6682322025299072,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.05583140361574,-0.7346575054950251
CL49.AG,-0.082341455454587,0.0619306843102099,-0.6879337740309988,0.2650628983974457,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.082341455454587,-0.6879337740309988
CL53.AG,-0.0779637341398039,0.0624635942898901,-0.7063471617027844,0.2829313278198242,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.0779637341398039,-0.7063471617027844
CL57.AG,-0.0687322414427806,0.0173884904599915,-0.723600969654657,0.6720991730690002,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.0687322414427806,-0.723600969654657
CL63.AG,-0.1087991022856734,0.0445600331998441,-0.6580516492410855,0.7293264269828796,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.1087991022856734,-0.6580516492410855
CL83.AG,-0.1055864994160001,0.0535726180867486,-0.7246116446083049,0.6040658354759216,Italy,Italy_North_EarlyMedieval_Langobards_1_brother.CL84_son.CL87.AG,1345.0,-0.1055864994160001,-0.7246116446083049
CL84.AG,-0.0639925859169083,0.0650382058681482,-0.7048082502916644,0.7002967596054077,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,-0.0639925859169083,-0.7048082502916644
CL87.AG,-0.0798537486267573,0.0496539691568706,-0.6317817575017464,0.7402566075325012,Italy,Italy_North_EarlyMedieval_Langobards_1_mother.CL83_mother.CL84_daughter.CL102.AG,1345.0,-0.0798537486267573,-0.6317817575017464
CL92.AG,-0.1498266512395067,0.0915876611067573,-0.5785240105007777,0.6477766036987305,Italy,Italy_North_EarlyMedieval_Langobards_1_son.CL93.AG,1345.0,-0.1498266512395067,-0.5785240105007777
CL93.AG,-0.1192944463088942,0.0082741774712449,-0.6603817811218762,0.6753789186477661,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,-0.1192944463088942,-0.6603817811218762
CL94.AG,-0.0710697340195241,-0.0085908601511549,-0.7721453387857333,0.7479126453399658,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,-0.0710697340195241,-0.7721453387857333
CL97.AG,-0.0518905543730119,0.0214103931991679,-0.7136322514379168,0.0792221948504448,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,-0.0518905543730119,-0.7136322514379168
SZ12.AG,1.6409965890182725,-0.5437751586064931,0.0748752845590054,0.4517722129821777,Hungary,Hungary_Langobard.AG,1442.0,1.6409965890182725,0.0748752845590054
SZ13.AG,1.6613295994669548,-0.5254454052825759,0.0454479292548577,0.7076778411865234,Hungary,Hungary_Langobard_son.SZ24_father.SZ7_brother.SZ22.AG,1462.0,1.6613295994669548,0.0454479292548577
SZ14.AG,1.6788731294293904,-0.481183702560984,0.0713251458994124,0.3120461702346802,Hungary,Hungary_Langobard.AG,1442.0,1.6788731294293904,0.0713251458994124
SZ16.AG,1.6150530556534302,-0.4976090286613632,0.1164546941522845,0.5609956979751587,Hungary,Hungary_Langobard.AG,1442.0,1.6150530556534302,0.1164546941522845
SZ18.AG,1.6713145568770829,-0.5586722577174212,0.0257758917135623,0.6223511099815369,Hungary,Hungary_Langobard_o2.AG,1442.0,1.6713145568770829,0.0257758917135623
SZ19.AG,1.6937248653963697,-0.5837660003539374,0.0028327518462817,0.6531690955162048,Hungary,Hungary_Langobard_o1.AG,1456.0,1.6937248653963697,0.0028327518462817
SZ22.AG,1.6835033055040665,-0.5417134146219924,0.0793629302141823,0.5999279618263245,Hungary,Hungary_Langobard_son.SZ24_brother.SZ22.AG,1442.0,1.6835033055040665,0.0793629302141823
SZ23.AG,1.646385562498769,-0.5739736867421413,0.0665844207711126,0.6186934113502502,Hungary,Hungary_Langobard.AG,1442.0,1.646385562498769,0.0665844207711126
SZ24.AG,1.6218642177774951,-0.5445451537539995,0.1168841326457467,0.3857996761798858,Hungary,Hungary_Langobard.AG,1442.0,1.6218642177774951,0.1168841326457467
SZ25.AG,1.6289094538738524,-0.5345308793143744,0.106630561232412,0.308965116739273,Hungary,Hungary_Langobard.AG,1442.0,1.6289094538738524,0.106630561232412
SZ27.AG,1.6829813861946097,-0.4381299590210455,0.0815497385148607,0.7584518790245056,Hungary,Hungary_Langobard_o2.AG,1467.0,1.6829813861946097,0.0815497385148607
SZ28.AG,1.6866836527045834,-0.6147628935129211,0.080751389398996,0.6555202603340149,Hungary,Hungary_Langobard_o2.AG,1442.0,1.6866836527045834,0.080751389398996
SZ30.AG,1.6429533833095005,-0.5679547504363273,0.0429592479550468,0.3956179022789001,Hungary,Hungary_Langobard.AG,1442.0,1.6429533833095005,0.0429592479550468
SZ31.AG,1.706105236606453,-0.5288873105506874,0.0659127213106947,0.1066639199852943,Hungary,Hungary_Langobard_o1.AG,1442.0,1.706105236606453,0.0659127213106947
SZ32.AG,1.7177489483590311,-0.4737498115036666,0.0341493290387929,0.6706295609474182,Hungary,Hungary_Langobard_o1.AG,1442.0,1.7177489483590311,0.0341493290387929
SZ37.AG,1.658481815419292,-0.5879593064175077,0.110488232030832,0.4217660427093506,Hungary,Hungary_Langobard_o1.AG,1430.0,1.658481815419292,0.110488232030832
SZ38.AG,1.6892678467765256,-0.5816788304012215,0.0328555410544684,0.6284191608428955,Hungary,Hungary_Langobard.AG,1442.0,1.6892678467765256,0.0328555410544684
SZ40.AG,1.7339335880765208,-0.5727744781029932,0.1167841630343654,0.6284118890762329,Hungary,Hungary_Langobard_o1.AG,1442.0,1.7339335880765208,0.1167841630343654
SZ41.AG,1.6465761521936162,-0.4880932297708092,0.0994317770770348,0.181651771068573,Hungary,Hungary_Langobard.AG,1442.0,1.6465761521936162,0.0994317770770348
SZ42.AG,1.6691271788255757,-0.5165240812767021,0.0867816510291032,0.7213305830955505,Hungary,Hungary_Langobard.AG,1442.0,1.6691271788255757,0.0867816510291032
SZ7.AG,1.6559136100256613,-0.5014693275123581,0.1318864055510903,0.6450029611587524,Hungary,Hungary_Langobard.AG,1442.0,1.6559136100256613,0.1318864055510903
SZ8.AG,1.626736765291099,-0.4880949752365875,0.0185853141769033,0.1772268414497375,Hungary,Hungary_Langobard_sister.SZ14_sister.SZ6.AG,1442.0,1.626736765291099,0.0185853141769033
SZ9.AG,1.662551314808257,-0.4800391186666107,0.1182840909844267,0.700106143951416,Hungary,Hungary_Langobard.AG,1442.0,1.662551314808257,0.1182840909844267
SZ11.SG,1.6137647783848732,-0.5299989120751143,0.0434554349516239,0.99854177236557,Hungary,Hungary_Langobard.SG,1442.0,1.6137647783848732,0.0434554349516239
SZ15.SG,1.5408647014589434,-0.5920251558960905,0.0401451617782931,0.9985637068748474,Hungary,Hungary_Langobard.SG,1442.0,1.5408647014589434,0.0401451617782931
SZ2.SG,1.5115361947737718,-0.4954375906371605,0.1156520872068707,0.9955450296401978,Hungary,Hungary_Langobard.SG,1442.0,1.5115361947737718,0.1156520872068707
SZ3.SG,1.5452156277332587,-0.4530421647674295,0.1140390697696416,0.9988759160041808,Hungary,Hungary_Langobard.SG,1442.0,1.5452156277332587,0.1140390697696416
SZ4.SG,1.6148919674261393,-0.4477600711958192,0.0845833487554358,0.9988459348678588,Hungary,Hungary_Langobard.SG,1442.0,1.6148919674261393,0.0845833487554358
I1895.AG,1.6715831262517618,-0.5083231089541282,0.0202919278738297,0.5817238092422485,Hungary,Hungary_MN_Vinca.AG,7195.0,1.6715831262517618,0.0202919278738297
I1902.AG,1.662340689602996,-0.5177375919747369,0.0539745244277529,0.1457884013652801,Hungary,Hungary_LN_Lengyel.AG,6550.0,1.662340689602996,0.0539745244277529
I1905.AG,1.670615322862051,-0.6027983653787952,0.1066653209831388,0.32721146941185,Hungary,Hungary_LN_Lengyel.AG,6664.0,1.670615322862051,0.1066653209831388
I1907.AG,1.673877898094695,-0.5574462264387611,0.1148880672109432,0.7139722108840942,Hungary,Hungary_C_Balaton_Lasinja.AG,6183.0,1.673877898094695,0.1148880672109432
I1594.AG,-0.4053810146292416,-0.2816470677203209,-0.164948873979246,0.0927784219384193,Germany,Germany_Blatterhohle_MN.AG,5140.0,-0.4053810146292416,-0.164948873979246
I1763.AG,-0.0963802978903744,0.0755013449767359,1.3076035422648764,0.7057695388793945,Ukraine,Ukraine_Mesolithic.AG,10081.0,-0.0963802978903744,1.3076035422648764
I1767.AG,-1.5579278447762244,-0.0813513036195986,0.0683234826570158,0.618984580039978,UnitedKingdom,England_BellBeaker_highEEF.AG,4045.0,-1.5579278447762244,0.0683234826570158
I1770.AG,-1.5009793706872292,-0.0099145153886799,0.0727301997289249,0.4157952964305877,UnitedKingdom,England_BellBeaker.AG,3950.0,-1.5009793706872292,0.0727301997289249
I1774.AG,-1.4832116282781365,0.0459851995916084,0.139904895982174,0.0839285552501678,UnitedKingdom,England_C_EBA.AG,3698.0,-1.4832116282781365,0.139904895982174
I1775.AG,-1.5084868416103263,0.0239462050319666,0.1032026297510996,0.3501341938972473,UnitedKingdom,Wales_C_EBA.AG,3563.0,-1.5084868416103263,0.1032026297510996
I1819.AG,-0.1071465488268847,0.0756973100429673,1.3219669512876082,0.6912530660629272,Ukraine,Ukraine_Mesolithic.AG,10658.0,-0.1071465488268847,1.3219669512876082
I1836.AG,-1.133849944934333,0.5107506703201761,-2.423344009055541,0.2469381839036941,Spain,Spain_EBA.AG,3527.0,-1.133849944934333,-2.423344009055541
I1838.AG,-1.1450511062932198,0.4952342864986503,-2.3650320346580855,0.7065205574035645,Spain,Spain_C.AG,5126.0,-1.1450511062932198,-2.3650320346580855
I1840.AG,-1.1338692039165068,0.5123060122431702,-2.4082759731728975,0.563572347164154,Spain,Spain_EBA.AG,3475.0,-1.1338692039165068,-2.4082759731728975
I1843.AG,-1.1110577439185876,0.4874884292696009,-2.384319862028381,0.5500096082687378,Spain,Spain_C.AG,4904.0,-1.1110577439185876,-2.384319862028381
I1887.AG,1.7567003837285646,-0.4771973871247328,0.0449313130387833,0.3242779970169067,Hungary,Hungary_MN_Vinca.AG,7150.0,1.7567003837285646,0.0449313130387833
I1889.AG,1.6778439141877,-0.4509088816769696,0.0441951941307314,0.3360118567943573,Hungary,Hungary_MN_Vinca.AG,6943.0,1.6778439141877,0.0441951941307314
I1890.AG,1.7160347360823651,-0.5839127330638958,0.0673206696106027,0.0868652611970901,Hungary,Hungary_LN_Sopot.AG,6875.0,1.7160347360823651,0.0673206696106027
I1891.AG,1.7085715762033622,-0.6261483077125609,0.0865012510906539,0.3553368747234344,Hungary,Hungary_LN_Sopot.AG,6913.0,1.7085715762033622,0.0865012510906539
I1896.AG,1.6949919403751796,-0.5394571392812595,0.1247255552296763,0.2096879780292511,Hungary,Hungary_MN_Vinca.AG,7190.0,1.6949919403751796,0.1247255552296763
I1899.AG,1.671969085300481,-0.4895724403804453,0.03663908438738,0.2744415402412414,Hungary,Hungary_LN_Lengyel.AG,6550.0,1.671969085300481,0.03663908438738
I1900.AG,1.6797120573254982,-0.5834974078346495,0.0944890721470115,0.0520959645509719,Hungary,Hungary_LN_Lengyel.AG,6686.0,1.6797120573254982,0.0944890721470115
I1901.AG,1.6530697738076383,-0.521760355958677,0.1094754153792569,0.4171715974807739,Hungary,Hungary_LN_Lengyel.AG,6550.0,1.6530697738076383,0.1094754153792569
I1903.AG,1.6392172297639187,-0.5644923156359993,0.0661151444879784,0.5004732012748718,Hungary,Hungary_LN_Lengyel_son.I10619.son.I10624.halfbro.I10620.halfbro.I10621.AG,6550.0,1.6392172297639187,0.0661151444879784
I1906.AG,1.6520656944059646,-0.51385423369067,0.0862343920842091,0.3822733461856842,Hungary,Hungary_LN_Lengyel.AG,6550.0,1.6520656944059646,0.0862343920842091
I1908.AG,1.6837767377941226,-0.5282888742281949,0.0578027430022352,0.4670931994915008,Hungary,Hungary_C_Balaton_Lasinja.AG,6050.0,1.6837767377941226,0.0578027430022352
I1909.AG,1.638823976176441,-0.5507968969858871,0.0705421204047314,0.4214700162410736,Hungary,Hungary_C_Balaton_Lasinja.AG,6086.0,1.638823976176441,0.0705421204047314
I1972.AG,-1.1108626543748563,0.453642847657612,-2.334156450294853,0.3159536719322204,Spain,Spain_EN.AG,6703.0,-1.1108626543748563,-2.334156450294853
I1975.AG,-1.1827074671015307,0.5035200261579723,-2.4257204572726203,0.0911474600434303,Spain,Spain_C.AG,4927.0,-1.1827074671015307,-2.4257204572726203
I0166.AG,-0.3115611098602096,-0.3266939822824781,-0.2442766057228358,0.1010573282837867,Germany,Germany_N.AG,6400.0,-0.3115611098602096,-0.2442766057228358
I2020.AG,-0.3323879691040661,-0.3745002471050167,-0.2204062875759231,0.0556336380541324,Germany,Germany_EN_LBK_1d.or.2d.rel.I1550.AG,7125.0,-0.3323879691040661,-0.2204062875759231
I2403.AG,-0.1893812017120473,0.4003631564539839,1.8612062905938347,0.2480614632368087,Poland,Poland_GlobularAmphora.AG,4667.0,-0.1893812017120473,1.8612062905938347
I2417.AG,-1.4570349966772511,0.081977287946305,0.2108652252401363,0.7018920183181763,UnitedKingdom,England_BellBeaker_lowEEF.AG,4250.0,-1.4570349966772511,0.2108652252401363
I2428.AG,1.3370767344052,-0.2825434815655919,-0.3043508878007562,0.0645118877291679,Bulgaria,Bulgaria_Chalcolithic.AG,6400.0,1.3370767344052,-0.3043508878007562
I2458.AG,-1.4842355333087534,0.0552249256100213,0.0300625870706706,0.6934395432472229,UnitedKingdom,England_MBA_highEEF.AG,3331.0,-1.4842355333087534,0.0300625870706706
I2461.AG,-1.4298304129726578,0.0627999207681276,0.1179990532263736,0.6595818400382996,UnitedKingdom,England_C_EBA.AG,3975.0,-1.4298304129726578,0.1179990532263736
I2462.AG,-1.4371646528636906,-0.0083518736188963,0.0594664793267156,0.6981580853462219,UnitedKingdom,England_Thanet_Chalcolithic_EBA_highEEF.AG,3942.0,-1.4371646528636906,0.0594664793267156
I2470.AG,-1.1012288005949713,0.4810707795401952,-2.3697372515291515,0.3494529128074646,Spain,Spain_MBA.AG,3275.0,-1.1012288005949713,-2.3697372515291515
I2477.AG,-0.0183580788872437,0.0802636903988155,-0.7220071362342251,0.6703886985778809,Italy,Italy_North_BellBeaker_2.AG,4015.0,-0.0183580788872437,-0.7220071362342251
I2509.AG,1.3095376723147842,-0.2717862211659117,-0.3084073461492662,0.7321252822875977,Bulgaria,Bulgaria_Dzhulyunitsa_Chalcolithic.AG,6350.0,1.3095376723147842,-0.3084073461492662
I2510.AG,1.3367244467949917,-0.2928834089386238,-0.3209812320649535,0.6958498954772949,Bulgaria,Bulgaria_Dzhulyunitsa_EBA_o1.AG,4794.0,1.3367244467949917,-0.3209812320649535
I2519.AG,1.3187047194475112,-0.2777830613401508,-0.3092986283481557,0.6518568992614746,Bulgaria,Bulgaria_Chalcolithic.AG,6237.0,1.3187047194475112,-0.3092986283481557
I2520.AG,1.3206792937392768,-0.2886405103394586,-0.3052222245929427,0.6738030910491943,Bulgaria,Bulgaria_Dzhulyunitsa_EBA.AG,5153.0,1.3206792937392768,-0.3052222245929427
I2525.AG,1.334324475089882,-0.2649022569809305,-0.2948240875803817,0.7244579195976257,Bulgaria,Bulgaria_Medieval_oEastAsia.AG,1014.0,1.334324475089882,-0.2948240875803817
I2530.AG,1.3475864970877731,-0.6430686968612163,-0.6550610440253816,0.5797652006149292,NorthMacedonia,NorthMacedonia_Medieval.AG,915.0,1.3475864970877731,-0.6550610440253816
I2532.AG,1.2845463048554466,-0.6113091175097259,0.3719137400915402,0.5997381806373596,Romania,Romania_Eneolithic_oEEF.AG,7614.0,1.2845463048554466,0.3719137400915402
I2533.AG,1.251800174399375,-0.6135204778305372,0.3478590373024072,0.6542778015136719,Romania,Romania_Eneolithic_oEEF.AG,7371.0,1.251800174399375,0.3478590373024072
I2534.AG,1.2137356610180172,-0.626667480856956,0.4151665483265027,0.3632248938083648,Romania,Romania_MaguraBuduiasca_Mesolithic.AG,7670.0,1.2137356610180172,0.4151665483265027
I2566.AG,-1.4164903155025812,-0.0534553637330626,0.1313645325878835,0.4140532314777374,UnitedKingdom,England_C_EBA.AG,4078.0,-1.4164903155025812,0.1313645325878835
I2567.AG,-1.4409007064175454,-0.0088951547529777,0.1474227064715405,0.5018649697303772,UnitedKingdom,Scotland_C_EBA.AG,4018.0,-1.4409007064175454,0.1474227064715405
I2568.AG,-1.4724037067705154,0.0816218569615234,0.0907597193328757,0.4856307208538055,UnitedKingdom,Scotland_C_EBA_mediumhighEEF.AG,4113.0,-1.4724037067705154,0.0907597193328757
I2573.AG,-1.4994894232452507,-0.0102719985406404,0.0618779368600225,0.5252709984779358,UnitedKingdom,Scotland_MBA.AG,3361.0,-1.4994894232452507,0.0618779368600225
I2596.AG,-1.4949164953611804,0.0675515028079839,0.1351380181919645,0.4483294188976288,UnitedKingdom,England_C_EBA_lowEEF_father.or.son.I2597.AG,4086.0,-1.4949164953611804,0.1351380181919645
I2600.AG,-1.512736969501607,0.0121685253192129,0.1165569590997275,0.4516473114490509,UnitedKingdom,England_C_EBA_daughter.I2457.AG,3970.0,-1.512736969501607,0.1165569590997275
I2601.AG,-1.43359167974942,0.0456804659649807,0.1176527870581318,0.4294666945934295,UnitedKingdom,England_Thanet_Chalcolithic_EBA.AG,3808.0,-1.43359167974942,0.1176527870581318
I2602.AG,-1.513973174960252,-0.0909864455933572,0.0921093269128247,0.5470007061958313,UnitedKingdom,England_Thanet_Chalcolithic_EBA.AG,3762.0,-1.513973174960252,0.0921093269128247
I2605.AG,-1.5131570530130083,-0.0192030704518143,0.0171324934802947,0.5235922336578369,UnitedKingdom,England_N.AG,5397.0,-1.5131570530130083,0.0171324934802947
I2609.AG,-1.485723554348976,-3.803684736722876e-05,0.126344931113645,0.238864466547966,UnitedKingdom,England_C_EBA.AG,3848.0,-1.485723554348976,0.126344931113645
I2610.AG,-1.483898117615253,-0.0379621326626699,0.01589063141054,0.0694672316312789,UnitedKingdom,England_C_EBA.AG,3783.0,-1.483898117615253,0.01589063141054
I2618.AG,-1.4945641217130874,-0.0116547906317513,0.102528818418836,0.5481426119804382,UnitedKingdom,England_C_EBA.AG,3993.0,-1.4945641217130874,0.102528818418836
I2630.AG,-1.507549117509429,0.018556805241165,-0.0308090232000067,0.7873890995979309,UnitedKingdom,Scotland_N.AG,4471.0,-1.507549117509429,-0.0308090232000067
I2631.AG,-1.5152759061362748,0.0044008181089479,-0.0082812032750019,0.737763524055481,UnitedKingdom,Scotland_N.AG,4957.0,-1.5152759061362748,-0.0082812032750019
I2633.AG,-1.5437621057156965,0.0276708485535788,0.1104821812705849,0.6187501549720764,UnitedKingdom,Scotland_N.AG,5639.0,-1.5437621057156965,0.1104821812705849
I2635.AG,-1.5095233928602771,0.0756858551452492,0.1313493207130596,0.6454757452011108,UnitedKingdom,Scotland_N.AG,5523.0,-1.5095233928602771,0.1313493207130596
I2637.AG,-1.522073027852902,0.017228894406844,0.0779194327836025,0.7142479419708252,UnitedKingdom,Scotland_N.AG,5375.0,-1.522073027852902,0.0779194327836025
I2639.AG,-1.4386204033691226,-0.02802510686029,0.046508987015147,0.4963645935058594,UnitedKingdom,England_MBA.AG,3430.0,-1.4386204033691226,0.046508987015147
I2650.AG,-1.530317121601995,0.0144800509878287,-0.0338045801269879,0.651766836643219,UnitedKingdom,Scotland_N.AG,5375.0,-1.530317121601995,-0.0338045801269879
I2651.AG,-1.565405472214102,0.0642874997753235,0.0698609677856455,0.6575186252593994,UnitedKingdom,Scotland_N.AG,5160.0,-1.565405472214102,0.0698609677856455
I2653.AG,-1.4202097127327598,-0.0480349102327196,0.0086834336409195,0.487479031085968,UnitedKingdom,Scotland_MBA.AG,3224.0,-1.4202097127327598,0.0086834336409195
I2654.AG,-1.5251355384379692,-0.0182953877827157,0.0634882976222645,0.4455914199352264,UnitedKingdom,Scotland_MBA.AG,3287.0,-1.5251355384379692,0.0634882976222645
I2655.AG,-1.550635413307803,-0.0009176467687103,0.054038239739276,0.7056072950363159,UnitedKingdom,Scotland_MBA.AG,3311.0,-1.550635413307803,0.054038239739276
I2659.AG,-1.5421869382644902,-0.0903032326492297,-0.0467071155884145,0.6755038499832153,UnitedKingdom,Scotland_N.AG,5637.0,-1.5421869382644902,-0.0467071155884145
I2660.AG,-1.5766245494464382,0.0546515277724915,-0.0366180290391115,0.695428192615509,UnitedKingdom,Scotland_N_mediumlowEEF.AG,5394.0,-1.5766245494464382,-0.0366180290391115
I2691.AG,-1.5241020373852667,-0.028783830547759,-0.0285338319440607,0.6664244532585144,UnitedKingdom,Scotland_N_mediumlowEEF.AG,5613.0,-1.5241020373852667,-0.0285338319440607
I2692.AG,-1.6285546282195271,-0.044475208419545,0.0450236350707863,0.5501320958137512,UnitedKingdom,Scotland_EIA.AG,2436.0,-1.6285546282195271,0.0450236350707863
I2693.AG,-1.5289861700783338,0.0109076802322944,0.0795435821815823,0.2803157866001129,UnitedKingdom,Scotland_LIA.AG,2060.0,-1.5289861700783338,0.0795435821815823
I2694.AG,-1.4908231675532202,-0.0657525378799372,-0.0574616538706077,0.6620230078697205,UnitedKingdom,Scotland_MIA_LIA.AG,2202.0,-1.4908231675532202,-0.0574616538706077
I2695.AG,-1.4671801512363731,-0.0026161389250214,0.1152042940720727,0.3886966407299042,UnitedKingdom,Scotland_MIA_LIA.AG,2208.0,-1.4671801512363731,0.1152042940720727
I2696.AG,-1.516279723597462,0.0324978242586236,0.1175820507415972,0.5445278882980347,UnitedKingdom,Scotland_MIA_LIA.AG,2165.0,-1.516279723597462,0.1175820507415972
I2739.AG,1.6124424141820906,-0.5060776733286727,0.0124021451636235,0.6357816457748413,Hungary,Hungary_MN_LBK.AG,7077.0,1.6124424141820906,0.0124021451636235
I2741.AG,1.6204608523908417,-0.5438739235839439,-0.0061608739862136,0.7381017208099365,Hungary,Hungary_EBA_BellBeaker.AG,4245.0,1.6204608523908417,-0.0061608739862136
I2743.AG,1.689597305840184,-0.5341800030207298,0.0174333639031891,0.2198638617992401,Hungary,Hungary_MN_AVK_Szakalhat.AG,7050.0,1.689597305840184,0.0174333639031891
I2744.AG,1.635321714866946,-0.5295698899155155,0.1004552237129498,0.2554709613323211,Hungary,Hungary_MN_AVK_Szakalhat.AG,7050.0,1.635321714866946,0.1004552237129498
I2745.AG,1.715491024453944,-0.5227007511247886,-0.0020214389579369,0.1718976199626922,Hungary,Hungary_MN_AVK_Szakalhat.AG,7050.0,1.715491024453944,-0.0020214389579369
I2746.AG,1.646827268006342,-0.511956148328029,0.0668970397375769,0.090411864221096,Hungary,Hungary_LN_Tisza.AG,6700.0,1.646827268006342,0.0668970397375769
I2752.AG,1.63256719140039,-0.5585493058902157,0.1055219911775391,0.4447236061096191,Hungary,Hungary_LateC_Baden.AG,5175.0,1.63256719140039,0.1055219911775391
I2753.AG,1.6791475709579766,-0.5220352987087358,0.0804598512693177,0.7356629371643066,Hungary,Hungary_LateC_Baden.AG,5085.0,1.6791475709579766,0.0804598512693177
I2754.AG,1.6542831408081442,-0.5572290489228552,0.0164325115666413,0.2773823142051697,Hungary,Hungary_LateC_Baden.AG,5140.0,1.6542831408081442,0.0164325115666413
I2783.AG,1.6975492733113546,-0.4825556004062958,0.0888487653310829,0.5518498420715332,Hungary,Hungary_Hunyadihalom_MCHA.AG,6010.0,1.6975492733113546,0.0888487653310829
I2785.AG,1.7041721397105345,-0.538402467716655,0.1464450438713886,0.4965503215789795,Hungary,Hungary_LateC_Baden.AG,5175.0,1.7041721397105345,0.1464450438713886
I2787.AG,1.452131685699417,-0.5848847141310075,0.0709139635272297,0.5681140422821045,Hungary,Hungary_EBA_BellBeaker.AG,4254.0,1.452131685699417,0.0709139635272297
I2788.AG,1.6459495466249727,-0.5661887858563212,0.0671062555886777,0.6952975988388062,Hungary,Hungary_LateC_Protoboleraz.AG,5685.0,1.6459495466249727,0.0671062555886777
