sample_id,z1,z2,z3,z4,z5,z6
I2746.AG,-1.6205389499664307,1.9867016077041626,-0.23352299630641937,-0.35575219988822937,0.2846065163612366,0.02011824958026409
I2752.AG,-1.6548796892166138,1.9511959552764893,-0.24613039195537567,-0.3222421705722809,0.260448157787323,-0.004078893922269344
I2753.AG,-1.6330710649490356,2.0185482501983643,-0.23379851877689362,-0.33030545711517334,0.2936999499797821,0.027892274782061577
I2754.AG,-1.658050775527954,2.0217840671539307,-0.2523097097873688,-0.38970571756362915,0.24778339266777039,0.06994031369686127
I2783.AG,-1.6201331615447998,1.99205482006073,-0.2458467185497284,-0.338498055934906,0.3484594225883484,-0.020217278972268105
I2785.AG,-1.6479055881500244,1.9666171073913574,-0.24431250989437103,-0.24844838678836823,0.3508378863334656,-0.010113582015037537
I2787.AG,-1.5993218421936035,1.872087001800537,-0.19405516982078552,-0.3620702624320984,0.11243041604757309,0.06587538868188858
I2788.AG,-1.68951416015625,1.9592816829681396,-0.22753842175006866,-0.34743067622184753,0.2933256924152374,0.03244626149535179
I2789.AG,-1.6565346717834473,2.074678659439087,-0.2237391322851181,-0.3884710669517517,0.2888743281364441,-0.01866748370230198
I2790.AG,-1.565975546836853,1.9860183000564575,-0.42564189434051514,-0.6088456511497498,0.2699888348579407,0.08702260255813599
I2791.AG,-1.5700761079788208,1.9089183807373047,-0.34564536809921265,-0.39284393191337585,0.3009653091430664,0.037578921765089035
I2793.AG,-1.6100704669952393,1.9262832403182983,-0.31724151968955994,-0.3077143430709839,0.3040090799331665,0.04149246960878372
I2799.AG,0.36812567710876465,-0.5177887082099915,0.901199996471405,-0.2007475048303604,-0.8249204158782959,0.7002206444740295
I2859.AG,0.3069070875644684,-0.6338552236557007,0.8954254388809204,-0.05464369058609009,-0.6884687542915344,0.7649893164634705
I2860.AG,0.3156900405883789,-0.5614384412765503,0.8408101797103882,-0.12936952710151672,-0.7276244163513184,0.7692478895187378
I2861.AG,0.3874688148498535,-0.5485978722572327,0.9651749134063721,-0.16593673825263977,-0.7865299582481384,0.6387870907783508
